zpid,streetName,city,state,zipcode,price,bathrooms,bedrooms,livingArea,homeType,homeStatus,rentZestimate,currency,country,taxAssessedValue,imgSrc,homeDetailUrl
161436281,16123 Beachside Pl,Crosby,TX,77532,220000,3,3,1662,TOWNHOUSE,FOR_SALE,1884,USD,USA,195227,https://photos.zillowstatic.com/fp/ab246dfa39ecd852036f1d0bcecd003e-p_e.jpg,https://www.zillow.com/homedetails/16123-Beachside-Pl-Crosby-TX-77532/161436281_zpid/
2056828627,6760 6758 Prutzman St,Beaumont,TX,77706,182000,,6,2720,MULTI_FAMILY,FOR_SALE,,USD,USA,,https://photos.zillowstatic.com/fp/fadb23ed336c94c2ec34c15357535503-p_e.jpg,https://www.zillow.com/homedetails/6760-6758-Prutzman-St-Beaumont-TX-77706/2056828627_zpid/
82728828,8811 Silent Willow Ln,Sugar Land,TX,77479,320000,3,3,2025,TOWNHOUSE,FOR_SALE,2199,USD,USA,306460,https://photos.zillowstatic.com/fp/881e5e349fd64f81302ad0334ecbd8d3-p_e.jpg,https://www.zillow.com/homedetails/8811-Silent-Willow-Ln-Sugar-Land-TX-77479/82728828_zpid/
337446407,7148 Fannin St,Pearland,TX,77584,305000,3,4,2109,TOWNHOUSE,FOR_SALE,2450,USD,USA,300330,https://photos.zillowstatic.com/fp/54b0484f445eb4242a90b9047463608e-p_e.jpg,https://www.zillow.com/homedetails/7148-Fannin-St-Pearland-TX-77584/337446407_zpid/
2074879572,6095 Negley UNIT B,Kyle,TX,78640,315000,3,3,1564,TOWNHOUSE,FOR_SALE,,USD,USA,,https://photos.zillowstatic.com/fp/264ee288d3c933a7bb6f0c70317a0cd6-p_e.jpg,https://www.zillow.com/homedetails/6095-Negley-UNIT-B-Kyle-TX-78640/2074879572_zpid/
303826988,1710 Old Fm 440 Rd,Killeen,TX,76549,350000,8,8,3544,MULTI_FAMILY,FOR_SALE,,USD,USA,248526,https://photos.zillowstatic.com/fp/2fa986462358bfd5dab464c78f9b574a-p_e.jpg,https://www.zillow.com/homedetails/1710-Old-Fm-440-Rd-Killeen-TX-76549/303826988_zpid/
97679380,2116 Blandin St,Fort Worth,TX,76111,305000,2,4,1512,MULTI_FAMILY,FOR_SALE,2050,USD,USA,10000,https://photos.zillowstatic.com/fp/c788f66fd1f3dfd5de053e189684bee4-p_e.jpg,https://www.zillow.com/homedetails/2116-Blandin-St-Fort-Worth-TX-76111/97679380_zpid/
49524617,1214 White Ave,Killeen,TX,76541,159900,2,4,1702,MULTI_FAMILY,FOR_SALE,,USD,USA,94683,https://photos.zillowstatic.com/fp/9a7eee461fbf9dde35ad051e4e37a66a-p_e.jpg,https://www.zillow.com/homedetails/1214-White-Ave-Killeen-TX-76541/49524617_zpid/
52097591,2944 Savannah Ct,Waco,TX,76710,299900,3,4,2162,TOWNHOUSE,FOR_SALE,2250,USD,USA,265170,https://photos.zillowstatic.com/fp/2f8e0a0e26359965c52d3de194afb188-p_e.jpg,https://www.zillow.com/homedetails/2944-Savannah-Ct-Waco-TX-76710/52097591_zpid/
50322649,2500 Cross Timbers Dr,College Station,TX,77840,199000,2,2,916,TOWNHOUSE,FOR_SALE,1150,USD,USA,139342,https://photos.zillowstatic.com/fp/5e75b283611dc744915cf4327902323f-p_e.jpg,https://www.zillow.com/homedetails/2500-Cross-Timbers-Dr-College-Station-TX-77840/50322649_zpid/
26905250,4903 Lomax Dr,Dallas,TX,75227,235000,2,3,1202,MULTI_FAMILY,FOR_SALE,1699,USD,USA,140300,https://photos.zillowstatic.com/fp/e566d360c07d91091574facea795c580-p_e.jpg,https://www.zillow.com/homedetails/4903-Lomax-Dr-Dallas-TX-75227/26905250_zpid/
2056603114,8155 Homewood St,Houston,TX,77028,379999,2,3,2300,MULTI_FAMILY,FOR_SALE,,USD,USA,,https://photos.zillowstatic.com/fp/6fc7ae919ed7a9665b8e181c2970305b-p_e.jpg,https://www.zillow.com/homedetails/8155-Homewood-St-Houston-TX-77028/2056603114_zpid/
2056595043,3008 Trina St,Wylie,TX,75098,299970,3,3,1434,TOWNHOUSE,FOR_SALE,,USD,USA,,https://photos.zillowstatic.com/fp/69596fd8bddf958513c5699ba3864fb1-p_e.jpg,https://www.zillow.com/homedetails/3008-Trina-St-Wylie-TX-75098/2056595043_zpid/
26373120,6805 Neston Dr,San Antonio,TX,78239,155000,2,3,1050,TOWNHOUSE,FOR_SALE,1374,USD,USA,109360,https://photos.zillowstatic.com/fp/3f962b8a31bec5009516d9d17164cbcb-p_e.jpg,https://www.zillow.com/homedetails/6805-Neston-Dr-San-Antonio-TX-78239/26373120_zpid/
28390655,8323 Wilcrest Dr 20,Houston,TX,77072,79900,2,2,1018,TOWNHOUSE,FOR_SALE,1300,USD,USA,66903,https://photos.zillowstatic.com/fp/a31287f2dd9bbb7c14677c50b5d17096-p_e.jpg,https://www.zillow.com/homedetails/8323-Wilcrest-Dr-20-Houston-TX-77072/28390655_zpid/
26198866,8925 Willmon Way,Windcrest,TX,78239,240000,2,4,2569,TOWNHOUSE,FOR_SALE,2194,USD,USA,195200,https://photos.zillowstatic.com/fp/8dc024c700337699352429356a20c9a6-p_e.jpg,https://www.zillow.com/homedetails/8925-Willmon-Way-Windcrest-TX-78239/26198866_zpid/
50326265,924 Navidad St,Bryan,TX,77801,165000,2,3,1282,TOWNHOUSE,FOR_SALE,1494,USD,USA,115229,https://photos.zillowstatic.com/fp/812ab198c546e46c32464d24725d167d-p_e.jpg,https://www.zillow.com/homedetails/924-Navidad-St-Bryan-TX-77801/50326265_zpid/
26331982,5014 Arbor Ridge Dr,San Antonio,TX,78228,230000,3,3,1696,TOWNHOUSE,FOR_SALE,1774,USD,USA,159530,https://photos.zillowstatic.com/fp/d4052185f34d4bcba4067756d4c68f86-p_e.jpg,https://www.zillow.com/homedetails/5014-Arbor-Ridge-Dr-San-Antonio-TX-78228/26331982_zpid/
60312728,11321 Chaucer Dr,Frisco,TX,75035,498000,3,3,2388,MULTI_FAMILY,FOR_SALE,2949,USD,USA,394054,https://photos.zillowstatic.com/fp/0b79ea6646c54f11e5e1974a7de3e2e6-p_e.jpg,https://www.zillow.com/homedetails/11321-Chaucer-Dr-Frisco-TX-75035/60312728_zpid/
28240087,1611 Prairie Mark Ln 80,Houston,TX,77077,199000,3,3,1750,TOWNHOUSE,FOR_SALE,1998,USD,USA,192928,https://photos.zillowstatic.com/fp/8e697ce22fcb38b2c6d649594661407d-p_e.jpg,https://www.zillow.com/homedetails/1611-Prairie-Mark-Ln-80-Houston-TX-77077/28240087_zpid/
2056989349,11735 Alief Clodine Rd 40,Houston,TX,77072,205000,3,3,1904,TOWNHOUSE,FOR_SALE,1849,USD,USA,,https://photos.zillowstatic.com/fp/25b0b158018ffd285c6b6165015d1be0-p_e.jpg,https://www.zillow.com/homedetails/11735-Alief-Clodine-Rd-40-Houston-TX-77072/2056989349_zpid/
28192036,1935 Country Village Blvd,Humble,TX,77338,153000,2,2,1497,TOWNHOUSE,FOR_SALE,1700,USD,USA,114113,https://photos.zillowstatic.com/fp/d9463e322b0a68dcfa4e09ebddba6cef-p_e.jpg,https://www.zillow.com/homedetails/1935-Country-Village-Blvd-Humble-TX-77338/28192036_zpid/
27056538,709 Walnut Pkwy,Garland,TX,75042,290000,3,4,1722,TOWNHOUSE,FOR_SALE,2199,USD,USA,160000,https://photos.zillowstatic.com/fp/f8a3aeb39db11816bb743cae36587e4a-p_e.jpg,https://www.zillow.com/homedetails/709-Walnut-Pkwy-Garland-TX-75042/27056538_zpid/
2061834771,2206 Potomac Dr C,Houston,TX,77057,498000,3,3,2581,TOWNHOUSE,FOR_SALE,3750,USD,USA,,https://photos.zillowstatic.com/fp/582c051f2ae464977116a8f53991dcd8-p_e.jpg,https://www.zillow.com/homedetails/2206-Potomac-Dr-C-Houston-TX-77057/2061834771_zpid/
28219388,12400 Brookglade Cir UNIT 45,Houston,TX,77099,130000,3,2,1146,TOWNHOUSE,FOR_SALE,1450,USD,USA,107621,https://photos.zillowstatic.com/fp/96716be029cbeba9e604b2620cad0161-p_e.jpg,https://www.zillow.com/homedetails/12400-Brookglade-Cir-UNIT-45-Houston-TX-77099/28219388_zpid/
27363598,9967 Gideon Cir,Socorro,TX,79927,259999,4,6,4519,MULTI_FAMILY,FOR_SALE,2995,USD,USA,6565,https://photos.zillowstatic.com/fp/fb423e83c625ed59c4acf4aecd3003c3-p_e.jpg,https://www.zillow.com/homedetails/9967-Gideon-Cir-Socorro-TX-79927/27363598_zpid/
29415715,8814 Merion Cir,Austin,TX,78754,340000,2,2,1447,TOWNHOUSE,FOR_SALE,2100,USD,USA,395838,https://photos.zillowstatic.com/fp/e7b68342f40e1adf87e33bf43b08658a-p_e.jpg,https://www.zillow.com/homedetails/8814-Merion-Cir-Austin-TX-78754/29415715_zpid/
95283688,111 Adam Ln,Houston,TX,77003,369999,3,3,1432,TOWNHOUSE,FOR_SALE,2400,USD,USA,315802,https://photos.zillowstatic.com/fp/46117131e9f886aced84e3a9132befa7-p_e.jpg,https://www.zillow.com/homedetails/111-Adam-Ln-Houston-TX-77003/95283688_zpid/
80236964,2110 Lucerne Cv,Richardson,TX,75080,405000,3,3,1754,TOWNHOUSE,FOR_SALE,3095,USD,USA,317000,https://photos.zillowstatic.com/fp/768995987c5c72f87ce83b1842990117-p_e.jpg,https://www.zillow.com/homedetails/2110-Lucerne-Cv-Richardson-TX-75080/80236964_zpid/
28700887,280 Capetown St,Montgomery,TX,77356,350000,3,3,2114,TOWNHOUSE,FOR_SALE,2500,USD,USA,279080,https://photos.zillowstatic.com/fp/f5b93e8294806ab9c85ab52be9c2e72e-p_e.jpg,https://www.zillow.com/homedetails/280-Capetown-St-Montgomery-TX-77356/28700887_zpid/
2057433142,6702 Everhart Rd APT T102,Corpus Christi,TX,78413,129995,2,2,974,TOWNHOUSE,FOR_SALE,1500,USD,USA,,https://photos.zillowstatic.com/fp/64f772785439772b77bcdb450e7c1ec2-p_e.jpg,https://www.zillow.com/homedetails/6702-Everhart-Rd-APT-T102-Corpus-Christi-TX-78413/2057433142_zpid/
79938421,2649 Eagle Dr,Grapevine,TX,76051,489000,3,3,2102,TOWNHOUSE,FOR_SALE,3165,USD,USA,385360,https://photos.zillowstatic.com/fp/431ae8925a87443c7b94c98d0c272fc1-p_e.jpg,https://www.zillow.com/homedetails/2649-Eagle-Dr-Grapevine-TX-76051/79938421_zpid/
28761294,37 N Lakeridge Cir,The Woodlands,TX,77381,369500,3,3,1818,TOWNHOUSE,FOR_SALE,2184,USD,USA,260000,https://photos.zillowstatic.com/fp/c206a81b3b9c2a712428cccb34938364-p_e.jpg,https://www.zillow.com/homedetails/37-N-Lakeridge-Cir-The-Woodlands-TX-77381/28761294_zpid/
28375693,13256 Trail Hollow Dr 3256,Houston,TX,77079,255000,3,2,1540,TOWNHOUSE,FOR_SALE,2400,USD,USA,230139,https://photos.zillowstatic.com/fp/9789ca36cbba5606ae028bbf294322f5-p_e.jpg,https://www.zillow.com/homedetails/13256-Trail-Hollow-Dr-3256-Houston-TX-77079/28375693_zpid/
52400350,3318 W Dallas St,Houston,TX,77019,495000,3,3,2242,TOWNHOUSE,FOR_SALE,3300,USD,USA,413528,https://photos.zillowstatic.com/fp/847356620571d21cbdbd1eb9dd745968-p_e.jpg,https://www.zillow.com/homedetails/3318-W-Dallas-St-Houston-TX-77019/52400350_zpid/
243636256,112 Hackberry Ln APT 17,Del Rio,TX,78840,215000,2,2,1882,TOWNHOUSE,FOR_SALE,1694,USD,USA,176459,https://photos.zillowstatic.com/fp/25f865fe1d5d232c64d11d4f55bc071c-p_e.jpg,https://www.zillow.com/homedetails/112-Hackberry-Ln-APT-17-Del-Rio-TX-78840/243636256_zpid/
80518627,8050 Montague Manor Ln,Houston,TX,77072,249000,3,3,1751,TOWNHOUSE,FOR_SALE,1749,USD,USA,201165,https://photos.zillowstatic.com/fp/9de441c707e90e058f4faab5415e4c82-p_e.jpg,https://www.zillow.com/homedetails/8050-Montague-Manor-Ln-Houston-TX-77072/80518627_zpid/
27098753,2415 Northlake Ct,Irving,TX,75038,268500,3,2,1292,TOWNHOUSE,FOR_SALE,2199,USD,USA,186000,https://photos.zillowstatic.com/fp/62b89e6414dcd1c75f6bb7f5569c6332-p_e.jpg,https://www.zillow.com/homedetails/2415-Northlake-Ct-Irving-TX-75038/27098753_zpid/
26410794,43 Villa Jardin,San Antonio,TX,78230,465000,3,3,2678,TOWNHOUSE,FOR_SALE,2445,USD,USA,461550,https://photos.zillowstatic.com/fp/6e32495c26ad5370bb3f87c02b101389-p_e.jpg,https://www.zillow.com/homedetails/43-Villa-Jardin-San-Antonio-TX-78230/26410794_zpid/
2139674481,147 Binnacle Ct A,Willis,TX,77318,179900,3,3,1788,TOWNHOUSE,FOR_SALE,1700,USD,USA,,https://photos.zillowstatic.com/fp/b1853c7bf6f4166f3fb1522bd8249ad6-p_e.jpg,https://www.zillow.com/homedetails/147-Binnacle-Ct-A-Willis-TX-77318/2139674481_zpid/
28777358,33 Sawmill Grove Ln,Spring,TX,77380,259995,2,2,1015,TOWNHOUSE,FOR_SALE,1650,USD,USA,174220,https://photos.zillowstatic.com/fp/7dd21f3cb3ce60fd35d3db465646c63c-p_e.jpg,https://www.zillow.com/homedetails/33-Sawmill-Grove-Ln-Spring-TX-77380/28777358_zpid/
120919967,4222 Hoffman St,Houston,TX,77026,219793,2,4,1472,MULTI_FAMILY,FOR_SALE,1650,USD,USA,127276,https://photos.zillowstatic.com/fp/6e1cb5f1a68fb880a977834a1477327d-p_e.jpg,https://www.zillow.com/homedetails/4222-Hoffman-St-Houston-TX-77026/120919967_zpid/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/315c55d73c6bea99d0410bcf4cc356ae-p_e.jpg,https://www.zillow.com/b/4401-river-valley-dr-corpus-christi-tx-5Xwmgv/
55337139,274 Sentry Maple Pl,Spring,TX,77382,270000,3,3,1330,TOWNHOUSE,FOR_SALE,2100,USD,USA,196920,https://photos.zillowstatic.com/fp/b98d2a6a5868cfebc0d279854697f7d6-p_e.jpg,https://www.zillow.com/homedetails/274-Sentry-Maple-Pl-Spring-TX-77382/55337139_zpid/
28226310,18143 Bal Harbour Dr,Houston,TX,77058,359900,3,3,2320,TOWNHOUSE,FOR_SALE,2600,USD,USA,253004,https://photos.zillowstatic.com/fp/82dc8f24328156ce815008119f4dfca3-p_e.jpg,https://www.zillow.com/homedetails/18143-Bal-Harbour-Dr-Houston-TX-77058/28226310_zpid/
80600827,200 S Louisiana St,Grandview,TX,76050,185000,2,3,2520,MULTI_FAMILY,FOR_SALE,2999,USD,USA,87828,https://photos.zillowstatic.com/fp/98b9aac3d76ff5d2b0af8e517512865c-p_e.jpg,https://www.zillow.com/homedetails/200-S-Louisiana-St-Grandview-TX-76050/80600827_zpid/
28269091,9901 Sharpcrest St APT A5,Houston,TX,77036,175000,3,2,1406,TOWNHOUSE,FOR_SALE,1650,USD,USA,130085,https://photos.zillowstatic.com/fp/17e96a15adca5491d3aae6eba5e5a69a-p_e.jpg,https://www.zillow.com/homedetails/9901-Sharpcrest-St-APT-A5-Houston-TX-77036/28269091_zpid/
80525962,8016 Grow Ln,Houston,TX,77040,245000,3,3,2150,TOWNHOUSE,FOR_SALE,2299,USD,USA,206254,https://photos.zillowstatic.com/fp/32ee3d312e9118bf61a5365156b95a69-p_e.jpg,https://www.zillow.com/homedetails/8016-Grow-Ln-Houston-TX-77040/80525962_zpid/
338516109,1251 Lamar Dr,Flower Mound,TX,75077,395000,3,3,1808,TOWNHOUSE,FOR_SALE,2635,USD,USA,278337,https://photos.zillowstatic.com/fp/72e5c5e13526b51954d774047dfdc2ba-p_e.jpg,https://www.zillow.com/homedetails/1251-Lamar-Dr-Flower-Mound-TX-75077/338516109_zpid/
79899417,1780 Lago Vis,Little Elm,TX,75068,289900,2,3,1232,MULTI_FAMILY,FOR_SALE,1975,USD,USA,219789,https://photos.zillowstatic.com/fp/239c13d16bf1384129620b0c05ef8468-p_e.jpg,https://www.zillow.com/homedetails/1780-Lago-Vis-Little-Elm-TX-75068/79899417_zpid/
28199357,11535 Sabo Rd,Houston,TX,77089,205000,3,3,2284,TOWNHOUSE,FOR_SALE,2250,USD,USA,152593,https://photos.zillowstatic.com/fp/2d4ac602e58017ee98e23a55e9bc436d-p_e.jpg,https://www.zillow.com/homedetails/11535-Sabo-Rd-Houston-TX-77089/28199357_zpid/
69675669,1428 Chase Ln,Irving,TX,75063,425000,3,3,2241,TOWNHOUSE,FOR_SALE,2900,USD,USA,360490,https://photos.zillowstatic.com/fp/64d15d46e51a49e8e948052566868030-p_e.jpg,https://www.zillow.com/homedetails/1428-Chase-Ln-Irving-TX-75063/69675669_zpid/
27830670,3518 Sampson St,Houston,TX,77004,355000,4,6,2064,MULTI_FAMILY,FOR_SALE,2700,USD,USA,250058,https://photos.zillowstatic.com/fp/41fb73aa6d684b491af2cd306830e3e4-p_e.jpg,https://www.zillow.com/homedetails/3518-Sampson-St-Houston-TX-77004/27830670_zpid/
28391618,6172 W Airport Blvd,Houston,TX,77035,165000,3,3,1807,TOWNHOUSE,FOR_SALE,1550,USD,USA,146379,https://photos.zillowstatic.com/fp/9fd8b58547923ba365480173bc06fca1-p_e.jpg,https://www.zillow.com/homedetails/6172-W-Airport-Blvd-Houston-TX-77035/28391618_zpid/
2058440487,3802 Lehall St A B,Houston,TX,77021,280000,2,2,2400,MULTI_FAMILY,FOR_SALE,1849,USD,USA,,https://photos.zillowstatic.com/fp/e6b224e4797d4a2e3d7440f4e8ee3bb4-p_e.jpg,https://www.zillow.com/homedetails/3802-Lehall-St-A-B-Houston-TX-77021/2058440487_zpid/
117506007,6491 Calgary Woods Ln,Katy,TX,77494,339000,3,3,1567,TOWNHOUSE,FOR_SALE,2199,USD,USA,263660,https://photos.zillowstatic.com/fp/ca549b2810aa4b283880c1edd5ca20ff-p_e.jpg,https://www.zillow.com/homedetails/6491-Calgary-Woods-Ln-Katy-TX-77494/117506007_zpid/
26693328,3314 Hawthorne Ave,Dallas,TX,75219,451000,4,3,2036,TOWNHOUSE,FOR_SALE,3999,USD,USA,437740,https://photos.zillowstatic.com/fp/23e39e4f3a8b7983a26d592329daa93f-p_e.jpg,https://www.zillow.com/homedetails/3314-Hawthorne-Ave-Dallas-TX-75219/26693328_zpid/
61849052,1623 Myrtle Dr,Little Elm,TX,75068,300000,2,3,1309,MULTI_FAMILY,FOR_SALE,,USD,USA,234276,https://photos.zillowstatic.com/fp/ec72f678b751091c19f83ecffedbf43b-p_e.jpg,https://www.zillow.com/homedetails/1623-Myrtle-Dr-Little-Elm-TX-75068/61849052_zpid/
84065590,12710 Leader St 4,Houston,TX,77072,394990,2,2,4430,MULTI_FAMILY,FOR_SALE,1175,USD,USA,265299,https://photos.zillowstatic.com/fp/931b71b319c83a9365b3b48ee39e1a7f-p_e.jpg,https://www.zillow.com/homedetails/12710-Leader-St-4-Houston-TX-77072/84065590_zpid/
55148262,6031 Dooley Dr,The Colony,TX,75056,293000,2,3,1232,MULTI_FAMILY,FOR_SALE,1774,USD,USA,160000,https://photos.zillowstatic.com/fp/e77068e106c72c6154e8d0b5c2e77d34-p_e.jpg,https://www.zillow.com/homedetails/6031-Dooley-Dr-The-Colony-TX-75056/55148262_zpid/
28792161,43 Townhouse Ln,Corpus Christi,TX,78412,248800,3,3,2185,TOWNHOUSE,FOR_SALE,2250,USD,USA,186975,https://photos.zillowstatic.com/fp/814ac8421f254e3cb494b509ab1491b9-p_e.jpg,https://www.zillow.com/homedetails/43-Townhouse-Ln-Corpus-Christi-TX-78412/28792161_zpid/
333538985,6618 Mia Way,San Antonio,TX,78233,495000,6,6,2648,MULTI_FAMILY,FOR_SALE,2600,USD,USA,343730,https://photos.zillowstatic.com/fp/b5a930d385b1fcda09ba415ffa787b32-p_e.jpg,https://www.zillow.com/homedetails/6618-Mia-Way-San-Antonio-TX-78233/333538985_zpid/
28174028,4269 Young St,Pasadena,TX,77504,160000,3,3,1540,TOWNHOUSE,FOR_SALE,1700,USD,USA,145612,https://photos.zillowstatic.com/fp/96015b18f0bd37c1f243561909e78e46-p_e.jpg,https://www.zillow.com/homedetails/4269-Young-St-Pasadena-TX-77504/28174028_zpid/
27850636,2618 Truxillo St,Houston,TX,77004,344900,2,4,2046,MULTI_FAMILY,FOR_SALE,2194,USD,USA,217210,https://photos.zillowstatic.com/fp/a130eedddbbdf9cb1401b1b9cecfc24d-p_e.jpg,https://www.zillow.com/homedetails/2618-Truxillo-St-Houston-TX-77004/27850636_zpid/
54084210,4318 58th St,Lubbock,TX,79413,210000,4,4,2330,MULTI_FAMILY,FOR_SALE,1900,USD,USA,145777,https://photos.zillowstatic.com/fp/395c7539adc17d9906b2b072653e93f0-p_e.jpg,https://www.zillow.com/homedetails/4318-58th-St-Lubbock-TX-79413/54084210_zpid/
122520782,1507 Club Dr,Midland,TX,79701,310000,2,2,1506,TOWNHOUSE,FOR_SALE,,USD,USA,272770,https://photos.zillowstatic.com/fp/0f41da89e1f649c8f88a1ce4375112f9-p_e.jpg,https://www.zillow.com/homedetails/1507-Club-Dr-Midland-TX-79701/122520782_zpid/
2056977700,6427 Wurzbach Rd APT 48,San Antonio,TX,78240,144500,2,2,1218,TOWNHOUSE,FOR_SALE,1494,USD,USA,,https://photos.zillowstatic.com/fp/17fe06eb97aa02304cbaf87f19500544-p_e.jpg,https://www.zillow.com/homedetails/6427-Wurzbach-Rd-APT-48-San-Antonio-TX-78240/2056977700_zpid/
70313767,6118 Grand Blvd,Houston,TX,77021,345000,2,2,1972,TOWNHOUSE,FOR_SALE,2299,USD,USA,275413,https://photos.zillowstatic.com/fp/70ad0873d9d521b3accad21450fcf6b6-p_e.jpg,https://www.zillow.com/homedetails/6118-Grand-Blvd-Houston-TX-77021/70313767_zpid/
169246042,6411 Brookway Dr,San Antonio,TX,78240,425000,4,5,2168,MULTI_FAMILY,FOR_SALE,2165,USD,USA,270000,https://photos.zillowstatic.com/fp/3fa7a32d50c9c3e96dfb16352a7112e6-p_e.jpg,https://www.zillow.com/homedetails/6411-Brookway-Dr-San-Antonio-TX-78240/169246042_zpid/
29007316,2504 Hollandale Cir,Arlington,TX,76010,365000,,4,2292,MULTI_FAMILY,FOR_SALE,2634,USD,USA,229642,https://photos.zillowstatic.com/fp/42b2257762f5e6840799d7464857a301-p_e.jpg,https://www.zillow.com/homedetails/2504-Hollandale-Cir-Arlington-TX-76010/29007316_zpid/
84010067,5665 Pine St,Houston,TX,77081,298500,3,3,2129,TOWNHOUSE,FOR_SALE,2462,USD,USA,271068,https://photos.zillowstatic.com/fp/2fcdca8af9d4fc7e503ed86330669f38-p_e.jpg,https://www.zillow.com/homedetails/5665-Pine-St-Houston-TX-77081/84010067_zpid/
59755164,7207 Welshwood Ln,Sugar Land,TX,77479,325000,3,3,1732,TOWNHOUSE,FOR_SALE,2250,USD,USA,259870,https://photos.zillowstatic.com/fp/4c86acadf5da1f0cefd1dd3d942a056d-p_e.jpg,https://www.zillow.com/homedetails/7207-Welshwood-Ln-Sugar-Land-TX-77479/59755164_zpid/
29197000,634 Ridgeline Dr,Hurst,TX,76053,169990,2,2,864,TOWNHOUSE,FOR_SALE,,USD,USA,155321,https://photos.zillowstatic.com/fp/39ca4c3b9f2fb62335a8c56389e99a02-p_e.jpg,https://www.zillow.com/homedetails/634-Ridgeline-Dr-Hurst-TX-76053/29197000_zpid/
124875308,11535 Royal Ivory Xing,Houston,TX,77082,352000,3,2,1612,TOWNHOUSE,FOR_SALE,1895,USD,USA,408747,https://photos.zillowstatic.com/fp/2af5e6a369ae126f1296899423206a2f-p_e.jpg,https://www.zillow.com/homedetails/11535-Royal-Ivory-Xing-Houston-TX-77082/124875308_zpid/
26215546,826 Schley Ave,San Antonio,TX,78210,350000,3,4,1760,MULTI_FAMILY,FOR_SALE,1980,USD,USA,186990,https://photos.zillowstatic.com/fp/dc82e142e7167fd0e9d2058cf776e712-p_e.jpg,https://www.zillow.com/homedetails/826-Schley-Ave-San-Antonio-TX-78210/26215546_zpid/
28361398,5406 Rivergate Dr,Spring,TX,77373,130000,1,2,900,MULTI_FAMILY,FOR_SALE,1299,USD,USA,118206,https://photos.zillowstatic.com/fp/00471a98ff82552cf810b09d34662908-p_e.jpg,https://www.zillow.com/homedetails/5406-Rivergate-Dr-Spring-TX-77373/28361398_zpid/
305351350,16119 Rattlesnake Run Trl,Cypress,TX,77433,369900,3,3,1871,TOWNHOUSE,FOR_SALE,2714,USD,USA,299900,https://photos.zillowstatic.com/fp/75ad0118354c66d090960cd32e6f1506-p_e.jpg,https://www.zillow.com/homedetails/16119-Rattlesnake-Run-Trl-Cypress-TX-77433/305351350_zpid/
26407199,13033 Trent St,San Antonio,TX,78232,322500,3,3,1500,TOWNHOUSE,FOR_SALE,1749,USD,USA,222530,https://photos.zillowstatic.com/fp/c34d4b93f7bb0c8cb1e9306b914a9dd6-p_e.jpg,https://www.zillow.com/homedetails/13033-Trent-St-San-Antonio-TX-78232/26407199_zpid/
70348149,35 Greenwich Pl,Conroe,TX,77384,265000,2,2,1619,TOWNHOUSE,FOR_SALE,2100,USD,USA,250640,https://photos.zillowstatic.com/fp/28433f2d351f014e1955b599ffa6c2a8-p_e.jpg,https://www.zillow.com/homedetails/35-Greenwich-Pl-Conroe-TX-77384/70348149_zpid/
26859898,13510 Waterfall Way,Dallas,TX,75240,250000,2,2,1084,TOWNHOUSE,FOR_SALE,1836,USD,USA,206700,https://photos.zillowstatic.com/fp/bc3c3ce6f300ab936f8cc3c25362cbc9-p_e.jpg,https://www.zillow.com/homedetails/13510-Waterfall-Way-Dallas-TX-75240/26859898_zpid/
80574946,3425 Stassen St,Houston,TX,77051,410000,4,8,2880,MULTI_FAMILY,FOR_SALE,3650,USD,USA,296983,https://photos.zillowstatic.com/fp/bc80d20311d88db0de7e60f1f8407551-p_e.jpg,https://www.zillow.com/homedetails/3425-Stassen-St-Houston-TX-77051/80574946_zpid/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/6a2c252f9a7b43b1a5dfb9e6f557ca9a-p_e.jpg,https://www.zillow.com/b/4212-highway-35-s-rockport-tx-9T3pqT/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/ca49d53f12ea0f1666bd0c2171eb0620-p_e.jpg,https://www.zillow.com/b/12286-wild-pine-dr-houston-tx-9Kr7bS/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/a0a3cff1715e90f44001a6acba3ce008-p_e.jpg,https://www.zillow.com/b/13001-nyack-dr-houston-tx-5YWd3S/
250603462,4204 Ivory Ln,Killeen,TX,76549,392500,4,6,2589,MULTI_FAMILY,FOR_SALE,1994,USD,USA,316697,https://photos.zillowstatic.com/fp/f7e7d487cbbe82ae046ca8800731255f-p_e.jpg,https://www.zillow.com/homedetails/4204-Ivory-Ln-Killeen-TX-76549/250603462_zpid/
2078125354,7406 Avenue X,Lubbock,TX,79423,345000,8,8,5364,MULTI_FAMILY,FOR_SALE,3037,USD,USA,,https://photos.zillowstatic.com/fp/d4305a865ccf7741c407d25c33ce4aff-p_e.jpg,https://www.zillow.com/homedetails/7406-Avenue-X-Lubbock-TX-79423/2078125354_zpid/
90350634,506 N Pearl St,Trenton,TX,75490,240000,2,3,1965,MULTI_FAMILY,FOR_SALE,1982,USD,USA,55910,https://photos.zillowstatic.com/fp/f6cde1903d05e937e155e7dd3268b7a2-p_e.jpg,https://www.zillow.com/homedetails/506-N-Pearl-St-Trenton-TX-75490/90350634_zpid/
,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/1e29533cfa92caaf15b5958ad9e070ac-p_e.jpg,https://www.zillow.com/b/3100-75th-st-galveston-tx-5XqDv8/
